City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,agua dulce,18.1333,-94.1333,30.88,55,28,5.89,MX,1712108365
358,lensk,60.7253,114.9278,-1.6,83,100,5.45,RU,1712108224
359,zeerust,-25.5369,26.0751,17.65,53,80,0.04,ZA,1712108390
360,st. john's,47.5649,-52.7093,1.2,90,100,9.83,CA,1712108098
361,tindouf,27.6711,-8.1474,18.25,48,0,6.17,DZ,1712108392
362,san bernardo del viento,9.3533,-75.9524,28.09,78,84,4.25,CO,1712108393
363,visby,57.6409,18.296,0.12,100,100,12.35,SE,1712108393
364,reggane,26.7158,0.1714,25.99,12,0,4.47,DZ,1712108394
365,agryz,56.5203,52.9942,5.98,92,50,4.16,RU,1712108198
366,connersville,39.6412,-85.1411,14.78,88,66,4.47,US,1712108203
367,buala,-8.145,159.5921,29.64,73,61,2.51,SB,1712108396
368,cristalina,-16.7686,-47.6136,18.14,91,100,1.05,BR,1712108397
369,pasighat,28.0667,95.3333,22.11,67,56,1.51,IN,1712108397
370,sidi akkacha,36.4647,1.3026,16.16,68,45,2.89,DZ,1712108398
371,el calafate,-50.3408,-72.2768,4.17,67,6,4.49,AR,1712108399
372,keflavik,64.0049,-22.5624,-0.05,93,0,3.09,IS,1712108399
373,brigantine,39.4101,-74.3646,8.11,97,100,6.69,US,1712108400
374,muravlenko,63.7898,74.523,1.0,99,100,10.12,RU,1712108400
375,campbell river,50.0163,-125.2446,9.74,100,100,4.12,CA,1712108386
376,kavaratti,10.5669,72.642,28.51,74,85,3.27,IN,1712108402
377,crane,31.3974,-102.3501,16.42,19,69,4.91,US,1712108402
378,linhares,-19.3911,-40.0722,24.23,89,100,1.36,BR,1712108297
379,westport,41.1415,-73.3579,7.07,89,100,7.72,US,1712108404
380,holualoa,19.6228,-155.9522,24.91,86,100,5.14,US,1712108404
381,sao paulo de olivenca,-3.3783,-68.8725,26.36,80,90,1.26,BR,1712108405
382,balykshi,47.0667,51.8667,10.0,66,0,6.0,KZ,1712108406
383,gorontalo,0.5412,123.0595,31.26,55,64,1.66,ID,1712108406
384,bakanas,44.8081,76.2772,8.53,41,56,2.51,KZ,1712108407
385,ketchikan,55.3422,-131.6461,5.26,81,100,8.23,US,1712108135
386,mili,6.0815,171.735,27.82,79,75,8.53,MH,1712108408
387,vanino,49.0869,140.2543,2.18,52,52,1.79,RU,1712108409
388,ta`u,-14.2336,-169.5144,29.19,78,100,7.26,AS,1712108410
389,nova sintra,14.8667,-24.7167,19.66,76,91,6.21,CV,1712108411
390,enriquillo,17.9,-71.2333,24.65,82,59,3.91,DO,1712108411
391,chebba,35.2372,11.115,14.96,63,0,1.08,TN,1712108412
392,comodoro rivadavia,-45.8667,-67.5,9.92,76,0,8.23,AR,1712108298
393,tam ky,15.5667,108.4833,31.95,59,84,1.09,VN,1712108413
394,montmagny,48.9734,2.3469,11.02,91,75,5.14,FR,1712108414
395,emerald,-23.5333,148.1667,30.19,48,0,4.68,AU,1712108415
396,simanggang,1.2472,111.4528,27.99,89,40,1.03,MY,1712108415
397,motueka,-41.1333,173.0167,19.5,61,73,2.22,NZ,1712108416
398,cartagena,10.3997,-75.5144,27.79,78,0,4.12,CO,1712108115
399,masjed soleyman,31.9364,49.3039,21.51,45,9,1.62,IR,1712108417
400,rufino,-34.2683,-62.7126,15.91,62,32,5.27,AR,1712108418
401,soio,-6.1349,12.3689,27.32,90,100,2.58,AO,1712108419
402,salinopolis,-0.6136,-47.3561,26.81,86,60,2.95,BR,1712108420
403,yei,4.095,30.6779,19.61,87,100,1.72,SS,1712108421
404,barbacoas,1.6715,-78.1398,23.38,97,100,0.22,CO,1712108421
405,katghora,22.5,82.55,28.27,23,86,2.16,IN,1712108423
406,nova vicosa,-17.8919,-39.3719,25.62,85,100,2.12,BR,1712108424
407,umluj,25.0213,37.2685,25.21,62,0,1.92,SA,1712108425
408,khandyga,62.6667,135.6,-7.53,87,100,0.54,RU,1712108426
409,magadan,59.5667,150.8,-2.79,60,0,1.32,RU,1712108426
410,tawau,4.2498,117.8871,29.07,71,72,0.86,MY,1712108427
411,tuba city,36.135,-111.2399,13.1,26,0,1.92,US,1712108428
412,sovetskiy,61.3614,63.5842,3.83,99,100,5.36,RU,1712108428
413,formosa do rio preto,-11.0483,-45.1931,23.45,87,97,0.58,BR,1712108429
414,kabalo,-6.05,26.9167,20.91,97,100,0.76,CD,1712108430
415,jijel,36.8205,5.7667,10.97,87,0,1.54,DZ,1712108431
416,port saint john's,-31.6229,29.5448,21.3,74,100,1.88,ZA,1712108431
417,luwuk,-0.9516,122.7875,31.31,65,58,1.47,ID,1712108432
418,catabola,-12.15,17.2833,16.28,98,100,1.36,AO,1712108433
419,onega,63.9061,38.1404,-7.11,78,100,5.8,RU,1712108433
420,kone,-21.0595,164.8658,30.01,54,13,2.1,NC,1712108434
421,le puy-en-velay,45.0437,3.8852,6.3,85,100,3.29,FR,1712108435
422,kuleshovka,47.078,39.5579,15.79,52,100,3.21,RU,1712108435
423,port douglas,-16.4833,145.4667,27.34,80,91,5.66,AU,1712108436
424,barcelos,41.5388,-8.6151,14.08,97,96,2.36,PT,1712108438
425,santana,-0.0583,-51.1817,29.1,84,20,4.63,BR,1712108438
426,banapur,19.7833,85.1833,29.51,66,1,1.88,IN,1712108439
427,boali,4.8005,18.1275,24.43,73,93,1.61,CF,1712108440
428,bulawayo,-20.15,28.5833,14.89,75,11,3.04,ZW,1712108440
429,questembert,47.6667,-2.4667,11.82,100,100,4.63,FR,1712108441
430,hwacheon,38.1061,127.7067,14.86,63,100,1.88,KR,1712108442
431,banda aceh,5.5577,95.3222,28.65,76,76,0.08,ID,1712108442
432,sona,45.4388,10.8255,8.75,86,0,3.09,IT,1712108443
433,jolo,6.05,121.0167,30.38,64,13,1.83,PH,1712108444
434,massakory,12.996,15.7293,28.46,12,95,4.53,TD,1712108444
435,camocim,-2.9022,-40.8411,26.19,89,92,2.03,BR,1712108445
436,dompierre-sur-mer,46.1882,-1.0635,12.95,93,100,7.6,FR,1712108446
437,salalah,17.0151,54.0924,26.05,50,0,1.03,OM,1712108446
438,amungan,15.3652,119.9582,30.92,51,3,1.2,PH,1712108447
439,parral,26.9333,-105.6667,10.02,41,1,8.94,MX,1712108233
440,jingdezhen,29.2947,117.2079,18.23,89,100,2.15,CN,1712108448
441,broken hill,-31.95,141.4333,18.57,41,0,4.61,AU,1712108328
442,tahe,52.3333,124.7333,0.66,58,100,4.55,CN,1712108450
443,bikenibeu village,1.3673,173.1241,26.98,94,75,2.06,KI,1712108450
444,susuman,62.7833,148.1667,-9.66,51,0,1.34,RU,1712108451
445,caleta de carquin,-11.0925,-77.6267,22.07,83,60,2.44,PE,1712108452
446,grimstad,58.3405,8.5934,-0.98,71,61,5.82,NO,1712108453
447,coquimbo,-29.9533,-71.3436,15.85,88,0,1.54,CL,1712108429
448,pomerode,-26.7406,-49.1769,23.36,96,78,0.83,BR,1712108311
449,sisimiut,66.9395,-53.6735,-5.15,72,48,3.41,GL,1712108455
450,n'zeto,-7.2312,12.8666,26.55,89,100,2.71,AO,1712108455
451,acarau,-2.8856,-40.12,26.5,85,87,2.04,BR,1712108456
452,lamu,-2.2717,40.902,27.57,82,100,3.86,KE,1712108457
453,lobujya,27.95,86.8167,-6.64,65,16,1.5,NP,1712108457
454,east ballina,-28.8667,153.5833,30.44,70,38,4.18,AU,1712108458
455,dampit,-8.2116,112.7493,28.96,65,42,1.9,ID,1712108459
456,bourg-saint-andeol,44.3757,4.6427,11.62,89,100,1.89,FR,1712108459
457,sinop,41.7711,34.8709,14.72,46,94,1.86,TR,1712108460
458,vargashi,55.3556,65.8467,0.61,93,67,4.86,RU,1712108461
459,darwin,-12.4611,130.8418,31.08,70,75,5.66,AU,1712108190
460,minas de marcona,-15.2119,-75.1103,17.62,76,98,3.19,PE,1712108462
461,timbuktu,16.7735,-3.0074,31.62,15,0,4.49,ML,1712108463
462,amos,48.5669,-78.1162,-1.3,84,57,4.38,CA,1712108464
463,rice lake,45.5061,-91.7382,1.18,93,100,8.23,US,1712108464
464,la'ie,21.6477,-157.9253,28.98,70,61,5.81,US,1712108465
465,middlebury (village),44.0153,-73.1673,9.05,50,75,2.06,US,1712108466
466,ar ruseris,11.8659,34.3869,28.84,48,99,1.31,SD,1712108466
467,aioun,16.6614,-9.6149,32.31,15,4,4.03,MR,1712108467
468,callao,-12.0667,-77.15,25.4,73,0,4.63,PE,1712108237
469,miyako,39.6367,141.9525,10.65,58,100,2.66,JP,1712108469
470,jiazi,22.8779,116.067,26.7,72,1,6.18,CN,1712108469
471,choibalsan,48.0667,114.5,-3.78,61,0,4.42,MN,1712108470
472,banff,51.1762,-115.5698,13.57,35,6,5.66,CA,1712108471
473,dobrinka,52.1653,40.4731,14.34,68,100,8.31,RU,1712108472
474,guatrache,-37.6678,-63.5302,19.19,51,95,3.43,AR,1712108473
475,linfen,36.0889,111.5189,11.97,68,100,5.88,CN,1712108473
476,senanga,-16.1167,23.2667,19.96,69,63,1.55,ZM,1712108474
477,tosontsengel,48.7567,98.2839,-4.69,80,100,0.93,MN,1712108475
478,okhotsk,59.3833,143.3,-2.54,67,8,7.0,RU,1712108476
479,pimenta bueno,-11.6725,-61.1936,24.43,91,100,0.15,BR,1712108476
480,hilo,19.7297,-155.09,24.97,81,100,6.69,US,1712108288
481,ulsteinvik,62.3432,5.8487,1.53,58,93,4.92,NO,1712108478
482,lyubymivka,46.8106,33.5686,10.26,68,98,7.59,UA,1712108479
483,port lincoln,-34.7333,135.8667,17.86,61,100,3.15,AU,1712108248
484,mulayjah,27.271,48.4242,22.0,31,83,2.55,SA,1712108480
485,suva,-18.1416,178.4415,29.71,79,75,5.66,FJ,1712108481
486,bardai,11.65,7.2333,26.95,16,10,3.12,NG,1712108482
487,tazacorte,28.629,-17.9293,17.54,83,0,3.13,ES,1712108483
488,tsiombe,-25.3,45.4833,21.41,87,0,5.34,MG,1712108484
489,hell-ville,-13.4,48.2667,26.87,82,100,1.8,MG,1712108485
490,west fargo,46.875,-96.9004,4.0,71,100,9.77,US,1712108421
491,mersin,36.862,34.6509,17.86,57,84,1.63,TR,1712108486
492,ponta delgada,37.7333,-25.6667,18.44,88,20,8.23,PT,1712108487
493,riohacha,11.5444,-72.9072,27.69,68,100,5.91,CO,1712108487
494,flying fish cove,-10.4217,105.6791,28.82,78,75,5.66,CX,1712108488
495,lazaro cardenas,17.9583,-102.2,23.63,84,5,3.07,MX,1712108396
496,savanna-la-mar,18.219,-78.1332,27.97,86,99,1.76,JM,1712108489
497,nova olinda do norte,-3.8881,-59.0942,24.23,99,100,1.06,BR,1712108490
498,howrah,22.5892,88.3103,29.0,84,37,2.06,IN,1712108491
499,basco,20.4487,121.9702,27.04,82,0,7.22,PH,1712108492
500,yass,-34.8333,148.9167,23.11,56,0,2.24,AU,1712108492
501,road town,18.4167,-64.6167,26.02,73,40,6.69,VG,1712108493
502,arkalyk,50.2486,66.9114,1.57,93,81,2.13,KZ,1712108494
503,wenchang,30.904,118.4887,15.23,94,100,3.42,CN,1712108494
504,guerrero negro,27.9769,-114.0611,17.26,70,0,8.21,MX,1712108495
505,cova figueira,14.8905,-24.2934,19.75,75,16,7.28,CV,1712108496
506,saryaghash,41.45,69.1667,9.96,65,100,1.9,KZ,1712108497
507,jember,-8.166,113.7032,30.14,69,51,1.12,ID,1712108498
508,kailua-kona,19.6406,-155.9956,26.98,85,100,5.14,US,1712108263
509,tavsanli,39.5424,29.4987,14.07,44,100,1.6,TR,1712108499
510,zalanga,10.6143,10.1765,26.0,16,1,1.66,NG,1712108500
511,kiunga,-6.1219,141.2906,31.28,68,78,0.93,PG,1712108500
512,port macquarie,-31.4333,152.9167,25.5,52,52,3.62,AU,1712108459
513,omis,43.4447,16.6886,10.96,71,50,1.47,HR,1712108502
514,aksu,41.1231,80.2644,10.0,37,9,0.71,CN,1712108502
515,san pedro pochutla,15.7333,-96.4667,26.84,76,92,4.04,MX,1712108503
516,lae,-6.7221,146.9847,29.37,71,83,3.41,PG,1712108503
517,kilindoni,-7.9139,39.6668,27.05,84,100,3.87,TZ,1712108504
518,kushiro,42.975,144.3747,6.53,49,20,5.66,JP,1712108505
519,mont-joli,48.5839,-68.1921,-0.28,86,100,5.14,CA,1712108505
520,narvik,68.4384,17.4272,-11.33,78,51,2.5,NO,1712108506
521,lorengau,-2.0226,147.2712,28.12,84,99,4.75,PG,1712108507
522,peterborough,52.5736,-0.2478,10.73,93,100,4.63,GB,1712108318
523,quibdo,5.6947,-76.6611,23.57,98,100,1.23,CO,1712108508
524,saldanha,-33.0117,17.9442,15.02,86,100,5.23,ZA,1712108509
525,andovoranto,-18.95,49.1,22.76,93,65,3.14,MG,1712108509
526,chivilcoy,-34.8957,-60.0167,12.56,87,18,2.9,AR,1712108409
527,coahuayana de hidalgo,18.7,-103.6583,22.38,81,71,0.89,MX,1712108511
528,cumbum,9.7333,77.3,25.47,83,96,0.39,IN,1712108511
529,mil'kovo,55.6078,37.7956,15.22,75,100,5.95,RU,1712108512
530,vernon,50.2581,-119.2691,20.2,50,100,3.6,CA,1712108513
531,kokpekty,48.75,82.4,1.1,94,100,0.4,KZ,1712108425
532,cidreira,-30.1811,-50.2056,20.35,85,30,1.85,BR,1712108514
533,natal,-5.795,-35.2094,28.36,89,75,1.54,BR,1712108069
534,polovinnoye,54.7914,65.9864,0.54,93,80,4.62,RU,1712108515
535,altamira,-3.2033,-52.2064,23.68,98,100,1.07,BR,1712108516
536,majholi,23.5,79.9167,22.58,23,92,1.36,IN,1712108517
537,eyl,7.9803,49.8164,26.28,77,47,3.82,SO,1712108517
538,juegang,32.3174,121.1855,12.28,95,100,7.19,CN,1712108518
539,san luis de la loma,17.2706,-100.8939,24.78,83,42,3.94,MX,1712108519
540,bida,9.0833,6.0167,28.77,66,91,2.75,NG,1712108520
541,sakchu-up,40.3894,125.0467,10.82,32,100,6.49,KP,1712108520
542,prokuplje,43.2342,21.5881,5.6,83,2,1.26,RS,1712108521
543,carutapera,-1.195,-46.02,25.65,92,98,1.82,BR,1712108522
544,boguchany,58.3814,97.4531,-0.64,95,99,1.34,RU,1712108522
545,camana,-16.6228,-72.7111,21.44,80,41,1.45,PE,1712108523
546,arraial do cabo,-22.9661,-42.0278,23.92,88,0,1.54,BR,1712108437
547,labytnangi,66.6572,66.4183,-18.53,84,5,4.66,RU,1712108348
548,shenjiamen,29.9576,122.298,15.93,97,100,4.16,CN,1712108525
549,longquan,24.6719,102.1613,23.93,33,2,6.55,CN,1712108526
550,tamanrasset,22.785,5.5228,18.95,10,0,1.54,DZ,1712108526
551,damavand,35.7178,52.065,4.45,58,85,1.26,IR,1712108527
552,tokar,18.4254,37.729,27.05,80,91,2.52,SD,1712108528
553,marica,-22.9194,-42.8186,24.97,89,100,2.06,BR,1712108528
554,mar del plata,-38.0023,-57.5575,17.19,72,0,13.41,AR,1712108111
555,pemba,-12.974,40.5178,25.39,94,40,3.09,MZ,1712108530
556,jackson,42.4165,-122.8345,26.93,29,0,6.17,US,1712108531
557,quellon,-43.1167,-73.6167,7.44,80,100,3.01,CL,1712108531
558,saltpond,5.2091,-1.0606,26.61,86,91,2.19,GH,1712108532
559,haiku-pauwela,20.9219,-156.3051,26.79,71,40,11.32,US,1712108533
560,nizhnyaya salda,58.0776,60.7202,4.78,98,100,3.99,RU,1712108534
561,alibag,18.6411,72.8792,27.04,67,29,1.95,IN,1712108534
562,mount gambier,-37.8333,140.7667,16.02,61,94,3.34,AU,1712108492
